T1 - F | 1 | Маркер иниц. срабатывание перехода | Маркер #1
T1 - F | 118 | Переход завершил работу | Маркер #59
T2 - T | 118 | Маркер иниц. срабатывание перехода | Маркер #59
T4 - T | 118 | Маркер иниц. срабатывание перехода | Маркер #59
T4 - T | 119 | Переход завершил работу | Маркер #59
T2 - T | 119 | Переход завершил работу | Маркер #59
T1 - F | 119 | Маркер иниц. срабатывание перехода | Маркер #60
T5 - J | 119 | Маркер иниц. срабатывание перехода | Маркер #59
T5 - J | 120 | Переход завершил работу | Маркер #59
T1 - F | 120 | Переход завершил работу | Маркер #60
T2 - T | 120 | Маркер иниц. срабатывание перехода | Маркер #60
T4 - T | 120 | Маркер иниц. срабатывание перехода | Маркер #60
T4 - T | 121 | Переход завершил работу | Маркер #60
T2 - T | 121 | Переход завершил работу | Маркер #60
T1 - F | 121 | Маркер иниц. срабатывание перехода | Маркер #61
T5 - J | 121 | Маркер иниц. срабатывание перехода | Маркер #60
T5 - J | 122 | Переход завершил работу | Маркер #60
T1 - F | 122 | Переход завершил работу | Маркер #61
T2 - T | 122 | Маркер иниц. срабатывание перехода | Маркер #61
T4 - T | 122 | Маркер иниц. срабатывание перехода | Маркер #61
T4 - T | 123 | Переход завершил работу | Маркер #61
T2 - T | 123 | Переход завершил работу | Маркер #61
T1 - F | 123 | Маркер иниц. срабатывание перехода | Маркер #62
T5 - J | 123 | Маркер иниц. срабатывание перехода | Маркер #61
T5 - J | 124 | Переход завершил работу | Маркер #61
T1 - F | 124 | Переход завершил работу | Маркер #62
T2 - T | 124 | Маркер иниц. срабатывание перехода | Маркер #62
T4 - T | 124 | Маркер иниц. срабатывание перехода | Маркер #62
T4 - T | 125 | Переход завершил работу | Маркер #62
T2 - T | 125 | Переход завершил работу | Маркер #62
T1 - F | 125 | Маркер иниц. срабатывание перехода | Маркер #63
T5 - J | 125 | Маркер иниц. срабатывание перехода | Маркер #62
T5 - J | 126 | Переход завершил работу | Маркер #62
T1 - F | 126 | Переход завершил работу | Маркер #63
T2 - T | 126 | Маркер иниц. срабатывание перехода | Маркер #63
T4 - T | 126 | Маркер иниц. срабатывание перехода | Маркер #63
T4 - T | 127 | Переход завершил работу | Маркер #63
T2 - T | 127 | Переход завершил работу | Маркер #63
T1 - F | 127 | Маркер иниц. срабатывание перехода | Маркер #64
T5 - J | 127 | Маркер иниц. срабатывание перехода | Маркер #63
T5 - J | 128 | Переход завершил работу | Маркер #63
T1 - F | 128 | Переход завершил работу | Маркер #64
T2 - T | 128 | Маркер иниц. срабатывание перехода | Маркер #64
T4 - T | 128 | Маркер иниц. срабатывание перехода | Маркер #64
T4 - T | 129 | Переход завершил работу | Маркер #64
T2 - T | 129 | Переход завершил работу | Маркер #64
T1 - F | 129 | Маркер иниц. срабатывание перехода | Маркер #65
T5 - J | 129 | Маркер иниц. срабатывание перехода | Маркер #64
